NAME	TITLE	SCORE	
BOLA3P3		8.9842087E-4	
AP005230		8.983255E-4	
SMAD1-AS2		8.947611E-4	
AC012065		8.940837E-4	
AP003498		8.937768E-4	
AC073862		8.9107244E-4	
BUD13P1		8.9017994E-4	
AP003696		8.9006725E-4	
SAPCD1-AS1		8.8940084E-4	
LRP12		8.880602E-4	
AC015920		8.8772963E-4	
GCM2		8.87646E-4	
HES5		8.875402E-4	
AL359073		8.8659686E-4	
AC013799		8.853765E-4	
SERPINA7		8.8469894E-4	
AL445489		8.8100025E-4	
SPINT3		8.808869E-4	
AL606490		8.7947695E-4	
KRT18P64		8.770409E-4	
AC139783		8.763763E-4	
AC013429		8.7605906E-4	
C1orf140		8.7416975E-4	
AC011498		8.723653E-4	
SNORD115-36		8.720595E-4	
LINC02497		8.7192113E-4	
ATP5A1P4		8.693497E-4	
OR4K8P		8.6769345E-4	
LINC01511		8.6761004E-4	
IRF5P1		8.667657E-4	
CCL15-CCL14		8.6639536E-4	
AP000255		8.655827E-4	
AL138955		8.65258E-4	
GATA2-AS1		8.5779605E-4	
ARMS2		8.577004E-4	
ACTR3BP5		8.5602695E-4	
STARP1		8.5533556E-4	
ANHX		8.5367134E-4	
KRTAP4-8		8.523622E-4	
AL031651		8.487588E-4	
SPACA7		8.4723043E-4	
AC093300		8.471413E-4	
MRPS36P4		8.462008E-4	
YAP1P2		8.4487646E-4	
C16orf46		8.436686E-4	
CSNK1G2-AS1		8.4148755E-4	
AC234772		8.4025867E-4	
PRICKLE2-AS2		8.373862E-4	
AC091534		8.3736406E-4	
AL031429		8.372817E-4	
AC140172		8.3691423E-4	
OVAAL		8.3630526E-4	
BTG1		8.3078357E-4	
YPEL5P1		8.297169E-4	
AC120024		8.2760374E-4	
TMEM185AP1		8.2730694E-4	
TMPRSS9		8.2656834E-4	
AP004371		8.2535244E-4	
HMGB1P17		8.242517E-4	
AL034369		8.2352496E-4	
TPM3P1		8.19716E-4	
NF1P7		8.1937783E-4	
AC016866		8.155657E-4	
ICA1L		8.1400695E-4	
AC113192		8.121741E-4	
NDUFA5P4		8.0958277E-4	
LINC00640		8.0779335E-4	
PLCB1-IT1		8.054991E-4	
AC092284		8.0430537E-4	
AP000563		8.023769E-4	
TOMM22P2		7.9963164E-4	
GYG1P2		7.9960143E-4	
AC023050		7.995718E-4	
AC023162		7.9714257E-4	
OR4M1		7.97094E-4	
RNU5A-8P		7.968798E-4	
DEFB132		7.908516E-4	
PSMC1P6		7.907409E-4	
ANXA8L1		7.861655E-4	
RAET1L		7.857698E-4	
CBSL		7.8571687E-4	
TGIF2LY		7.856885E-4	
AC023389		7.8339514E-4	
LINC01673		7.830107E-4	
AL390123		7.826988E-4	
GAPDHP19		7.802227E-4	
NPAP1P4		7.7900756E-4	
RNU6-1053P		7.782093E-4	
ELSPBP1		7.7715033E-4	
AC079414		7.769771E-4	
AC092638		7.7380805E-4	
PPP6R3		7.732725E-4	
AL049745		7.6828204E-4	
MISP3		7.680443E-4	
LINC00265-2P		7.675178E-4	
AC100770		7.6722045E-4	
FLG-AS1		7.668177E-4	
RPL12P48		7.6620467E-4	
AC010266		7.660903E-4	
KRT8P19		7.6424325E-4	
MIR217		7.6415576E-4	
SLC22A2		7.632253E-4	
TRIM53AP		7.63184E-4	
AC046144		7.6296023E-4	
DCUN1D1		7.6211226E-4	
AL161631		7.6059595E-4	
HES3		7.5897196E-4	
RPL35AP33		7.565622E-4	
LRIT1		7.5625576E-4	
DEFB131A		7.549068E-4	
AC112243		7.543101E-4	
ANXA5		7.538244E-4	
HSP90AB7P		7.532301E-4	
VTI1A		7.526826E-4	
AC020699		7.495149E-4	
IQCF6		7.443208E-4	
MTAP		7.4313034E-4	
LINC01031		7.426429E-4	
AL591479		7.4138417E-4	
KLHL1		7.4134266E-4	
IGIP		7.3985674E-4	
SNORD115-11		7.3979807E-4	
AL024498		7.3872885E-4	
SLC35D3		7.35092E-4	
SNORD115-9		7.338121E-4	
AL929302		7.3259504E-4	
BX119927		7.3193165E-4	
OR8H2		7.283852E-4	
AC002540		7.260905E-4	
SLC35G3		7.251623E-4	
SPATA31A5		7.250822E-4	
CTXN3		7.245715E-4	
AC008833		7.2441984E-4	
MRPL9P1		7.215896E-4	
BPIFB2		7.1965455E-4	
NUDT9P1		7.188012E-4	
HSPE1P6		7.177659E-4	
AL356270		7.1750645E-4	
KCNJ12		7.1728375E-4	
BUD13		7.1584544E-4	
AC139722		7.1416266E-4	
TAF1A-AS1		7.134323E-4	
RPL7A		7.1310555E-4	
AC073611		7.1194704E-4	
CLDN4		7.105789E-4	
AC106794		7.0777786E-4	
AC004839		7.067276E-4	
AP000550		7.054621E-4	
AC010507		7.02204E-4	
OR9K2		7.0214155E-4	
AC097382		7.01112E-4	
GPR42		7.0104684E-4	
INSL4		7.0003734E-4	
AP001086		6.9762656E-4	
OR4C13		6.9699663E-4	
SNORD113-4		6.9670845E-4	
IQUB		6.960772E-4	
YBX1P7		6.95897E-4	
AL021939		6.9156854E-4	
AP005062		6.90729E-4	
AC139718		6.8838894E-4	
RPL21P132		6.872389E-4	
ZNF723		6.8552635E-4	
AC022960		6.840458E-4	
TRIM52-AS1		6.834731E-4	
HMGB1P19		6.828614E-4	
OR4A15		6.828103E-4	
AC026826		6.8261195E-4	
RTCA-AS1		6.798456E-4	
PHBP1		6.779278E-4	
FAM197Y3		6.776898E-4	
MGAT4B		6.734291E-4	
BCAS2P3		6.7328557E-4	
AC010285		6.727327E-4	
AC011899		6.716422E-4	
EEF1A1P36		6.7098124E-4	
AGGF1P6		6.691779E-4	
FAM66B		6.665351E-4	
AC004381		6.663418E-4	
MIR449B		6.647193E-4	
HMGB1P33		6.6468096E-4	
MIR106B		6.631646E-4	
FTHL17		6.6189695E-4	
PRTN3		6.6050794E-4	
PRELID3BP6		6.5967283E-4	
FAAHP1		6.5949676E-4	
AL139021		6.5927685E-4	
LINC02251		6.5878563E-4	
AC103592		6.579745E-4	
TUSC7		6.578611E-4	
ATG10-AS1		6.571132E-4	
AC005209		6.568109E-4	
AC005858		6.566251E-4	
OR7E10P		6.565263E-4	
KRT8P22		6.5616216E-4	
IGHV7-27		6.5571885E-4	
AC092656		6.5557595E-4	
SMAD5-AS1		6.549965E-4	
MGAT4D		6.5431744E-4	
CNBD1		6.5384485E-4	
DBX2		6.537135E-4	
OR4C46		6.5350713E-4	
LIN52		6.523075E-4	
GJA9		6.5047137E-4	
LUARIS		6.498139E-4	
HTR5A-AS1		6.4854516E-4	
HTR3E		6.4839085E-4	
TBC1D3L		6.4723537E-4	
KRTAP10-8		6.457298E-4	
RPLP0P7		6.441177E-4	
SUMO2P3		6.4408174E-4	
CLDN18		6.4384774E-4	
AC011603		6.419889E-4	
GIF		6.381229E-4	
AL109766		6.3773326E-4	
AGGF1P9		6.36476E-4	
TFDP2		6.34378E-4	
AC122714		6.335566E-4	
CCDC169-SOHLH2		6.3317205E-4	
SNORD115-10		6.308066E-4	
ADPRH		6.2980317E-4	
SOD2P1		6.2943134E-4	
OR51V1		6.287772E-4	
KRTAP9-7		6.2844215E-4	
TPRG1-AS1		6.278508E-4	
GSTA5		6.2603835E-4	
LARP7P3		6.233558E-4	
AL031073		6.200755E-4	
OR4A19P		6.165796E-4	
AL096855		6.1552355E-4	
AKIRIN2P1		6.1148265E-4	
WARSP1		6.1041996E-4	
OR10H3		6.0878106E-4	
AC100793		6.078959E-4	
SNORA63D		6.0741784E-4	
AC145423		6.070523E-4	
MTHFD2P5		6.046358E-4	
PFN1P11		6.033653E-4	
AC011120		6.026654E-4	
AL590399		6.023648E-4	
LINC01299		6.0033484E-4	
OR7E159P		5.999026E-4	
SLC9A5		5.990502E-4	
RPL10P17		5.987951E-4	
MAD2L1BP		5.979162E-4	
OR4S2		5.92906E-4	
RNF224		5.9245375E-4	
NRARP		5.920331E-4	
MIR1179		5.911805E-4	
MAGEB3		5.910715E-4	
OR5K4		5.9105566E-4	
FAM106A		5.905321E-4	
AC026495		5.9035583E-4	
RN7SL239P		5.903175E-4	
RNU6-1176P		5.8958336E-4	
AL158207		5.889232E-4	
AC108103		5.8817456E-4	
CRISP1		5.87563E-4	
HOXD4		5.865312E-4	
GAGE12J		5.8630627E-4	
ALOX15P2		5.860444E-4	
KRTAP4-1		5.8403576E-4	
AC079226		5.839353E-4	
WASF5P		5.8297894E-4	
MAGEB4		5.821326E-4	
LINC00917		5.815012E-4	
AC009075		5.814783E-4	
GIMD1		5.814492E-4	
EVX1		5.8017037E-4	
UBTFL7		5.796291E-4	
AC079209		5.792895E-4	
KRTAP4-3		5.78752E-4	
GRHL2		5.768479E-4	
AC012317		5.76678E-4	
LLPHP1		5.765111E-4	
OR4F6		5.7490845E-4	
TMCC1P1		5.7402306E-4	
LINC02232		5.7385984E-4	
AC073326		5.7345984E-4	
SLC25A15P4		5.7061913E-4	
AC109454		5.691331E-4	
MIR487A		5.689229E-4	
RNU6-1247P		5.6818186E-4	
ZDHHC7		5.6397705E-4	
OR11H13P		5.6390883E-4	
DDC-AS1		5.630904E-4	
AC097634		5.6277774E-4	
OSBPL2		5.610047E-4	
C6orf229		5.572517E-4	
COA1		5.5718E-4	
SIGLECL1		5.557246E-4	
RPL10AP5		5.556717E-4	
RPL7P29		5.554385E-4	
CT47A6		5.5520615E-4	
USP17L9P		5.550128E-4	
AL158823		5.549997E-4	
PHOX2B		5.523177E-4	
TMSB4Y		5.5009243E-4	
AL451105		5.4670457E-4	
AC106734		5.4537266E-4	
C17orf112		5.451701E-4	
AC133473		5.446872E-4	
OR4A12P		5.428526E-4	
KBTBD11		5.425884E-4	
MT-TQ		5.425639E-4	
CACNG3		5.408854E-4	
OR10G8		5.406071E-4	
CHCHD2P3		5.4024585E-4	
MRPS11P1		5.4009125E-4	
FABP5P1		5.398436E-4	
FEZF2		5.3881796E-4	
LINC02177		5.383186E-4	
EID3		5.3710566E-4	
CEBPA-AS1		5.362532E-4	
KIR3DL3		5.3558435E-4	
AC093283		5.3315813E-4	
R3HDM1		5.3242047E-4	
AC211476		5.323975E-4	
OR4K5		5.318295E-4	
AL137849		5.31639E-4	
BICRAL		5.3109997E-4	
NETO2		5.30863E-4	
CR383658		5.2853435E-4	
SLC39A13		5.2703003E-4	
AC024995		5.2305363E-4	
GCSHP4		5.22549E-4	
FGF4		5.2087347E-4	
PRSS58		5.201519E-4	
FLJ13224		5.182144E-4	
SAGE4P		5.1799696E-4	
AC012048		5.1796134E-4	
TMEM167AP1		5.1769655E-4	
PRAMEF9		5.152516E-4	
KRTAP1-3		5.151069E-4	
TMTC1		5.147775E-4	
AC136896		5.1392586E-4	
GSTA6P		5.1270897E-4	
NUTF2P3		5.112816E-4	
PTCD2P1		5.1111414E-4	
TAAR2		5.1106483E-4	
FKBP1AP4		5.107183E-4	
RN7SL344P		5.0965114E-4	
RPL7P28		5.096123E-4	
MIR7155		5.0941564E-4	
DHFRP1		5.081539E-4	
OR10H4		5.076369E-4	
AC009474		5.0638465E-4	
HORMAD2		5.0629186E-4	
AC130650		5.0620735E-4	
OR51T1		5.0211226E-4	
KLKB1		4.9974094E-4	
MYOZ2		4.9872696E-4	
AL022163		4.951313E-4	
DEK		4.9327046E-4	
DEFB121		4.9302704E-4	
UBTFL1		4.9278187E-4	
AC083900		4.9183145E-4	
NMD3P1		4.902621E-4	
FAM205A		4.8933906E-4	
OR4K14		4.88996E-4	
UNC93B4		4.8629608E-4	
CST11		4.8594672E-4	
FAM111B		4.850512E-4	
RPL23AP47		4.8458693E-4	
OR8D4		4.8277984E-4	
CT62		4.81816E-4	
OR7A10		4.815199E-4	
PRSS29P		4.8130436E-4	
MIR518D		4.8091862E-4	
OR10AC1		4.7996713E-4	
LINC00308		4.7979906E-4	
AL049796		4.768497E-4	
R3HDML		4.753807E-4	
AC010230		4.740442E-4	
PLEKHG1		4.711327E-4	
USP17L6P		4.7032605E-4	
SSBP3		4.698973E-4	
KRTAP8-1		4.6976568E-4	
KHDC1L		4.6595882E-4	
AC006441		4.6503462E-4	
MIR6793		4.6448968E-4	
AC022031		4.6448875E-4	
KRTAP9-12P		4.6378933E-4	
HCN3		4.6368688E-4	
HSPD1P9		4.6367387E-4	
NANOGP10		4.6347865E-4	
PSMD8		4.6340647E-4	
OR13C6P		4.6257983E-4	
RPL21P33		4.621656E-4	
PRSS12		4.602575E-4	
AC018552		4.599704E-4	
FAM197Y10		4.596904E-4	
NT5C3A		4.5951194E-4	
NEUROD1		4.5896167E-4	
AC009227		4.5820852E-4	
RPL5P25		4.5356245E-4	
DHFR		4.497657E-4	
OR4A11P		4.4944277E-4	
MAGEA9B		4.4864832E-4	
CDC27		4.4577042E-4	
RNA5SP424		4.4543523E-4	
AL158211		4.4358493E-4	
TECR		4.431549E-4	
PRM3		4.4187476E-4	
BTG3-AS1		4.4133287E-4	
PI4KB		4.4007855E-4	
LINC00278		4.400056E-4	
AC013271		4.3951577E-4	
LINC00976		4.393875E-4	
AC137627		4.3546237E-4	
HSPE1P21		4.352515E-4	
AC114300		4.3521408E-4	
OR5D16		4.3436902E-4	
TCP11X3P		4.343096E-4	
ARF4P4		4.3323697E-4	
PRDM13		4.3292917E-4	
TMEM59		4.326894E-4	
Z98044		4.3186042E-4	
MIR325		4.3179124E-4	
AC006148		4.3134822E-4	
SALL1P1		4.3001358E-4	
SNORD115-31		4.296815E-4	
DEFB128		4.2673261E-4	
CPB2-AS1		4.262511E-4	
AC027287		4.2458888E-4	
RPL7P20		4.2423786E-4	
AC110775		4.2387596E-4	
SLC9A3P2		4.230501E-4	
PRAMEF10		4.226438E-4	
AC006994		4.2213296E-4	
KRTAP17-1		4.2170982E-4	
AL139230		4.2058257E-4	
TP53AIP1		4.202896E-4	
AC135506		4.195318E-4	
HMGB1P51		4.1865036E-4	
AP000756		4.144939E-4	
RNF20		4.1434992E-4	
AP005121		4.1390682E-4	
MRGPRG		4.1291208E-4	
ST13P21		4.1191868E-4	
AC018682		4.0990012E-4	
ITIH2		4.0982908E-4	
TSPY14P		4.0962317E-4	
CDK5P1		4.0848594E-4	
LRRC3C		4.0808634E-4	
LINC00583		4.078599E-4	
ZBED5-AS1		4.0674992E-4	
GRIK3		4.061933E-4	
RPL21P17		4.0543792E-4	
AC007906		4.0477663E-4	
AC011912		4.042536E-4	
AL139161		4.0316183E-4	
AP000695		4.0287685E-4	
LINC01531		4.0246276E-4	
AC026774		4.0243342E-4	
VN1R6P		4.004331E-4	
OR7A11P		4.0008832E-4	
AC005281		4.0001445E-4	
LINC00698		3.9811214E-4	
RNU6-1060P		3.9721743E-4	
SPTA1		3.9721507E-4	
MIR3159		3.9590464E-4	
KLK3		3.9327348E-4	
IGKV1-37		3.919847E-4	
AC015804		3.8956196E-4	
AL662890		3.8642035E-4	
AL512643		3.8448774E-4	
COL16A1		3.8392976E-4	
MAATS1		3.82113E-4	
CHCHD2P5		3.821048E-4	
MTND2P31		3.8199147E-4	
AC073091		3.803483E-4	
GNAT2		3.79314E-4	
ZNF123P		3.7893766E-4	
SYP		3.7762144E-4	
OR8B12		3.770104E-4	
MTND1P8		3.7626323E-4	
AC099654		3.7499037E-4	
AC006195		3.7187123E-4	
PCCA-AS1		3.7183292E-4	
LINC00901		3.7156933E-4	
ATP5LP6		3.709862E-4	
TRIM49C		3.6901067E-4	
GUSBP10		3.68648E-4	
TERF1P5		3.6850927E-4	
AL035425		3.672287E-4	
GTF3AP2		3.6578998E-4	
RRM1-AS1		3.6577307E-4	
BPIFA3		3.6539862E-4	
RPL21P133		3.6475787E-4	
AKR1B1P4		3.6468115E-4	
AC103993		3.632772E-4	
CKS2		3.611507E-4	
AP001025		3.590886E-4	
CCL15		3.5877156E-4	
PRDX2P3		3.586655E-4	
ADAM6		3.5671776E-4	
TCEAL2		3.5586164E-4	
RBMY2EP		3.5518032E-4	
CRYGD		3.5474656E-4	
AL356981		3.537828E-4	
FRG2B		3.5220868E-4	
CDC20P1		3.5049827E-4	
KRTAP9-9		3.499069E-4	
OR7E4P		3.4786662E-4	
MIR297		3.47618E-4	
MTND1P32		3.4592533E-4	
AL161798		3.45849E-4	
ARHGAP42P1		3.4517096E-4	
SNORD115-20		3.4453173E-4	
AF287957		3.422161E-4	
KRT18P9		3.3531492E-4	
PSPHP1		3.339442E-4	
AC092818		3.33674E-4	
CCT4P1		3.3332693E-4	
RN7SL234P		3.3172377E-4	
TEN1-CDK3		3.2967643E-4	
KRT18P68		3.2859494E-4	
TTC21B-AS1		3.2838382E-4	
KNOP1P1		3.2811475E-4	
BOD1		3.2735657E-4	
BX546450		3.264113E-4	
AC089999		3.2405724E-4	
AMELY		3.2356285E-4	
PLGLB2		3.2270054E-4	
APOOP4		3.220441E-4	
SMG6-IT1		3.2118917E-4	
MT-TH		3.1960953E-4	
AL589872		3.1762058E-4	
TRBV29OR9-2		3.1564574E-4	
RPL36P2		3.1429608E-4	
KDM4F		3.1387966E-4	
CELSR3		3.1276923E-4	
AL139811		3.1071002E-4	
AC034114		3.1039614E-4	
NSL1		3.099389E-4	
AL159166		3.0950835E-4	
LINC02560		3.0761035E-4	
BANCR		3.064666E-4	
UQCR10		3.06062E-4	
AC090079		3.0599418E-4	
TNNC2		3.0551126E-4	
AKR1B1P6		3.0538894E-4	
RNU6-46P		3.051284E-4	
GAPDHP38		3.0401014E-4	
AC104304		3.0366113E-4	
RNU6-1026P		3.0031957E-4	
GPRASP2		2.977888E-4	
MIR7111		2.9626643E-4	
ENPP7P14		2.9585E-4	
OR1D3P		2.946317E-4	
RAF1P1		2.921231E-4	
AP000925		2.914078E-4	
AC112198		2.896848E-4	
AC005538		2.8943655E-4	
AL136537		2.891179E-4	
AC109486		2.880134E-4	
AK6P2		2.8662392E-4	
AC074085		2.859866E-4	
TGIF2LX		2.848149E-4	
AL021068		2.841029E-4	
AC079793		2.8405842E-4	
OR2T6		2.8377053E-4	
AC111193		2.83617E-4	
AC104308		2.831542E-4	
LINC00905		2.808576E-4	
CFAP57		2.799224E-4	
OR5H6		2.783075E-4	
EXD3		2.7775197E-4	
RPL29P19		2.7754484E-4	
MMD2		2.7718602E-4	
TNPO1P3		2.7349347E-4	
MIR1250		2.7174663E-4	
TAT		2.7145154E-4	
KCNJ2-AS1		2.6982737E-4	
HNRNPA1P31		2.69506E-4	
RBMY2QP		2.6803516E-4	
AC010997		2.6729843E-4	
C11orf40		2.6716117E-4	
MYF6		2.667579E-4	
AC006236		2.652195E-4	
MIR1252		2.6510304E-4	
CHEK2P3		2.6362832E-4	
LINC01918		2.6339188E-4	
LINC02169		2.6116354E-4	
RPL23P10		2.610776E-4	
AC079953		2.5806687E-4	
AC021451		2.5671892E-4	
RPL21P1		2.5656866E-4	
NFIA-AS2		2.5335397E-4	
POTEM		2.5169255E-4	
UGT1A2P		2.514455E-4	
WDFY3-AS2		2.5119522E-4	
RNF186		2.5114688E-4	
DUX4L16		2.511185E-4	
MIR125B2		2.5100762E-4	
NECAP2		2.5063154E-4	
ENSAP1		2.5049353E-4	
AC104692		2.5026535E-4	
KRT8P30		2.4864989E-4	
AC124891		2.4849302E-4	
SLCO5A1		2.4814223E-4	
UBQLN4P2		2.4747744E-4	
SLC37A3		2.4689842E-4	
AL353699		2.4613453E-4	
OR5L1		2.455157E-4	
PPIAP75		2.4473973E-4	
EGOT		2.4345584E-4	
AC091849		2.4225636E-4	
CFTRP2		2.4076537E-4	
AL121917		2.4018824E-4	
KRTAP4-5		2.378911E-4	
TRAM1L1		2.3584564E-4	
SFTA3		2.3553114E-4	
SLC22A12		2.35245E-4	
AL158850		2.3511106E-4	
CCK		2.3383283E-4	
TBC1D21		2.3094699E-4	
MRPL22P1		2.3011342E-4	
AC233701		2.2874959E-4	
CYP17A1		2.2828465E-4	
C2orf69P3		2.2534389E-4	
AL008707		2.25123E-4	
PPIAP77		2.2469481E-4	
LINC02249		2.2407324E-4	
NALT1		2.2388015E-4	
AC002064		2.2140678E-4	
AC078925		2.2048368E-4	
CDY11P		2.2042448E-4	
AC068286		2.1912495E-4	
AC009971		2.1837855E-4	
SNORA70D		2.1536791E-4	
MED15P1		2.1520154E-4	
AC011043		2.1515056E-4	
OR13C8		2.1378431E-4	
TRPT1		2.116104E-4	
NEFHP1		2.1091336E-4	
REG1CP		2.1058104E-4	
CSPG4P4Y		2.1038327E-4	
AP005059		2.073291E-4	
AC006372		2.0679369E-4	
LINC01687		2.0663091E-4	
OR4A17P		2.0534922E-4	
OR4A13P		2.0410442E-4	
GAPDHP29		2.0337802E-4	
LINC00885		2.0302711E-4	
AC104793		2.025249E-4	
MSGN1		2.0238868E-4	
AL358781		1.9962253E-4	
FAM35BP		1.9945756E-4	
AC025259		1.976072E-4	
CATIP-AS1		1.9691893E-4	
LINC01527		1.9588448E-4	
OR5H5P		1.9515348E-4	
SALL4P2		1.9428706E-4	
AC007603		1.9295794E-4	
SLC4A7		1.929036E-4	
S100A8		1.9202316E-4	
OR10A7		1.9067156E-4	
EDDM3A		1.9048329E-4	
IGKV6D-41		1.90459E-4	
TRBV23OR9-2		1.8829336E-4	
AL157687		1.8674822E-4	
OR5AR1		1.857654E-4	
RPL5P20		1.8438512E-4	
AC002996		1.84207E-4	
AC110296		1.8334833E-4	
RN7SKP118		1.823024E-4	
SH3GL2		1.8194775E-4	
SAMD11P1		1.818275E-4	
AACSP1		1.8021303E-4	
AC024589		1.7872441E-4	
MIR526A2		1.778885E-4	
DSC2		1.7702795E-4	
IL9RP2		1.7684964E-4	
PHF3		1.7680544E-4	
AC141928		1.7651428E-4	
NCOA4P2		1.7481692E-4	
FAM90A22P		1.7329837E-4	
RPS4XP18		1.7306357E-4	
AC121161		1.7265302E-4	
ACTG2		1.7215729E-4	
PRR35		1.6942211E-4	
ISCA1P3		1.6891015E-4	
AC104002		1.6878269E-4	
KRTAP4-12		1.6870705E-4	
CDYLP1		1.6823344E-4	
AC078842		1.6798495E-4	
KIAA1614-AS1		1.6601227E-4	
GUSBP12		1.6461601E-4	
THUMPD1P1		1.6408242E-4	
OR7G1		1.6379231E-4	
PRKAG2		1.6316524E-4	
RNA5SP44		1.6300625E-4	
SNORD111B		1.6246823E-4	
EEF1A1P32		1.611486E-4	
AC008038		1.6080918E-4	
AC007773		1.5884315E-4	
OR6C1		1.5816076E-4	
Z93241		1.555528E-4	
C14orf177		1.5510932E-4	
MT-TM		1.54105E-4	
ZNF101P1		1.5407632E-4	
BRDTP1		1.5283182E-4	
MARK3P1		1.509249E-4	
GDF2		1.5030614E-4	
AC020636		1.475301E-4	
TGFB1I1		1.4677214E-4	
AL118508		1.4637139E-4	
CST8		1.4625814E-4	
MAPKAPK5-AS1		1.4442122E-4	
TNFSF12-TNFSF13		1.435749E-4	
PWWP2AP1		1.435279E-4	
LSM12P1		1.4182954E-4	
TTTY23B		1.4002823E-4	
AL080285		1.3896784E-4	
TMF1P1		1.3788517E-4	
HMGA1P4		1.3673716E-4	
MIR519D		1.3408986E-4	
AC005345		1.3382165E-4	
FRG2GP		1.3163016E-4	
MAB21L3		1.3149469E-4	
AC025125		1.2764809E-4	
OR4K1		1.2655361E-4	
MIR488		1.2525695E-4	
BICD1P1		1.2410396E-4	
AC112487		1.2345819E-4	
DAB1-AS1		1.2328834E-4	
HMGB3P5		1.2320383E-4	
MIR124-2		1.18836906E-4	
OR4C7P		1.18836906E-4	
AL358452		1.1850306E-4	
AC092473		1.1758431E-4	
RN7SL457P		1.1739421E-4	
HMGN1P37		1.1512705E-4	
NUS1P2		1.1392852E-4	
LINC01270		1.1293882E-4	
EEF1A1P11		1.12276546E-4	
DMRTB1		1.1034026E-4	
AC073551		1.099598E-4	
LCN8		1.0973279E-4	
OR4X1		1.06683394E-4	
MIR518E		1.06061685E-4	
AL031183		1.05906445E-4	
AC026904		1.01704805E-4	
C1orf35		1.0155744E-4	
CT45A5		1.01445956E-4	
H3F3BP2		1.0038105E-4	
OR4D8P		1.0017277E-4	
AC117465		9.991429E-5	
NF1P9		9.659592E-5	
KRTAP4-11		9.637268E-5	
ZNF107		9.540107E-5	
FEM1AP3		9.455347E-5	
POTEH-AS1		9.454778E-5	
MMP26		9.0227E-5	
AC004637		9.0152804E-5	
AC016292		9.0080146E-5	
IMMP1LP2		8.998129E-5	
SLCO1A2		8.796998E-5	
TSPAN19		8.465789E-5	
LINC00032		8.424444E-5	
ZNRF2P3		8.341982E-5	
MIR100HG		8.248379E-5	
AL359693		8.154593E-5	
MIR498		8.119505E-5	
TMEM174		8.062435E-5	
FIRRE		7.9863894E-5	
CT47B1		7.7290526E-5	
SV2C		7.7004646E-5	
AL391256		7.569432E-5	
AC093871		7.503884E-5	
RNU4-23P		7.157412E-5	
Z93930		7.149753E-5	
RNF181		7.01126E-5	
HOMER2P2		6.968129E-5	
TCF7L1-IT1		6.774516E-5	
PET100		6.70667E-5	
AC007950		6.6224224E-5	
AC099673		6.5412445E-5	
FTH1P2		6.530936E-5	
KRTAP5-5		6.522955E-5	
PPP1R11P1		6.508586E-5	
CYP4F22		6.465733E-5	
IQCJ		6.344744E-5	
AC006130		6.13473E-5	
NPM1P17		6.0868697E-5	
H2AFX		6.032941E-5	
AQP7P4		5.996338E-5	
AL591438		5.9655547E-5	
DHRS7C		5.960978E-5	
RPL12P21		5.9253736E-5	
AF274856		5.8531874E-5	
AC093809		5.667907E-5	
LINC00971		5.5801993E-5	
MRPS11		5.5306988E-5	
KRT18P6		5.3011023E-5	
LINC01191		5.0140283E-5	
AC022149		4.8519854E-5	
AC104134		4.8396123E-5	
LINC01608		4.744231E-5	
OLIG3		4.70588E-5	
IGKV2OR2-1		4.6950794E-5	
FABP5P15		4.627062E-5	
MFAP3		4.5887606E-5	
BNIP3P26		4.5193978E-5	
ARHGEF3-AS1		4.4803317E-5	
ACTBP12		4.2930475E-5	
AL513321		4.257017E-5	
OR7E37P		4.2129705E-5	
SNORD115-30		4.1612362E-5	
GPR137B		4.114799E-5	
MAGEA2B		4.0968276E-5	
HIST2H3C		4.045531E-5	
AC019322		3.7752332E-5	
AL162393		3.7234884E-5	
PRAMEF19		3.5368812E-5	
PPP1R2P9		3.513441E-5	
KRTAP2-2		3.3805227E-5	
RNA5SP226		3.214423E-5	
AL157884		3.1853404E-5	
RPSAP70		3.0841446E-5	
AL139123		3.0349689E-5	
TCEAL3-AS1		2.8642078E-5	
RN7SL488P		2.5306726E-5	
AC012339		2.4772995E-5	
KRT8P21		2.448754E-5	
MYL1		2.4053232E-5	
KRTAP7-1		2.4004865E-5	
CCER1		2.353107E-5	
CCDC15		2.2913899E-5	
FAM236D		2.2901266E-5	
CNN2P3		2.2179898E-5	
AF186192		2.193962E-5	
IGHV3-32		1.9832214E-5	
ANKRD44		1.8579114E-5	
AC020937		1.8111627E-5	
LCN9		1.7962591E-5	
AP001496		1.7755154E-5	
MIR519E		1.7419734E-5	
GALP		1.40919265E-5	
AC005839		1.3823901E-5	
EXTL3-AS1		1.3363378E-5	
AC016724		1.2702991E-5	
MIR376A2		1.2298336E-5	
OR1S1		1.0762536E-5	
AL353801		1.0539208E-5	
AP002478		1.0209514E-5	
TUBB4BP7		8.729753E-6	
LRRC2-AS1		8.269885E-6	
MIR409		8.022718E-6	
IFNA4		7.299324E-6	
NEDD8-MDP1		6.386594E-6	
DNM1P17		5.748178E-6	
RN7SL362P		5.698129E-6	
AC026801		4.519874E-6	
ANKRD62P1-PARP4P3		7.862599E-7	
AC022274		-2.6610771E-6	
AC044913		-2.785646E-6	
AC136612		-3.1995667E-6	
HMGB1P12		-4.770306E-6	
AP003392		-5.0342005E-6	
SNORD115-22		-5.1235224E-6	
LINC00284		-5.65802E-6	
AC079594		-7.1862028E-6	
LIPT1P1		-7.360066E-6	
RN7SL481P		-7.796472E-6	
AC124016		-1.141981E-5	
